Brnd_Name,Gnrc_Name,HCPCS_Cd,HCPCS_Desc,Year,Tot_Benes,Tot_Clms,Tot_Spndng,Avg_Spnd_Per_Bene,Avg_Spnd_Per_Clm
TRELSTAR,"TRIPTORELIN PAMOATE",J3315,"TRIPTORELIN PAMOATE","2025 (Q1-Q3)",3764,7229,11899582.12,3161.419267,1646.089656
TRIPTODUR,"TRIPTORELIN PAMOATE",J3316,"INJ., TRIPTORELIN XR 3.75 MG","2024 (Q1-Q4)","",14,83560.61,"",5968.615
STELARA(J3357)*,USTEKINUMAB*,J3357,"USTEKINUMAB SUB CU INJ, 1 MG","2024 (Q1-Q4)",318,1241,12233188.15,38469.14513,9857.524698
STELARA(J3357)*,USTEKINUMAB*,J3357,"USTEKINUMAB SUB CU INJ, 1 MG","2025 (Q1-Q3)",218,730,8066150.99,37000.69262,11049.5219
STELARA(J3358)*,USTEKINUMAB*,J3358,"USTEKINUMAB, IV INJECT, 1 MG","2024 (Q1-Q4)",1908,2153,10295766.21,5396.103884,4782.055834
STELARA(J3358)*,USTEKINUMAB*,J3358,"USTEKINUMAB, IV INJECT, 1 MG","2025 (Q1-Q3)",872,1032,4855268.92,5567.968945,4704.717946
DIAZEPAM,DIAZEPAM,J3360,"DIAZEPAM INJECTION","2024 (Q1-Q4)",1311,2218,20087.96,15.32262395,9.056789901
DIAZEPAM,DIAZEPAM,J3360,"DIAZEPAM INJECTION","2025 (Q1-Q3)",789,1440,16143.19,20.46031686,11.21054861
"VANCOMYCIN HCL-0.9% NACL(J3370)*",VANCOMYCIN*,J3370,"VANCOMYCIN HCL INJECTION","2024 (Q1-Q4)",5122,16325,159492.2,31.13865678,9.76981317
"VANCOMYCIN HCL-0.9% NACL(J3370)*",VANCOMYCIN*,J3370,"VANCOMYCIN HCL INJECTION","2025 (Q1-Q3)",2473,7343,62366.43,25.21893651,8.493317445
"VANCOMYCIN HCL(J3371)","VANCOMYCIN HCL",J3371,"INJ, VANCOMYCIN HCL (MYLAN)","2024 (Q1-Q4)",5231,5934,116419.81,22.25574651,19.6191119
"VANCOMYCIN HCL(J3371)","VANCOMYCIN HCL",J3371,"INJ, VANCOMYCIN HCL (MYLAN)","2025 (Q1-Q3)",12,17,1644.16,137.0133333,96.71529412
"VANCOMYCIN HCL(J3372)",VANCOMYCIN,J3372,"INJ, VANCOMYCIN HCL (XELLIA)","2024 (Q1-Q4)",4368,5249,132094.34,30.24137821,25.16562012
"VANCOMYCIN HCL(J3372)",VANCOMYCIN,J3372,"INJ, VANCOMYCIN HCL (XELLIA)","2025 (Q1-Q3)",13,18,668.22,51.40153846,37.12333333
"VANCOMYCIN HCL-0.9% NACL(J3373)*",VANCOMYCIN*,J3373,"INJ, VANCOMYCIN HCL, 10 MG","2025 (Q1-Q3)",1193,3367,33315.38,27.92571668,9.894677755
"VANCOMYCIN HCL(J3374)","VANCOMYCIN HCL",J3374,"INJ, VANCOMYCIN (MYLAN) 10MG","2025 (Q1-Q3)",24,37,1924.32,80.18,52.00864865
"VANCOMYCIN HCL(J3375)",VANCOMYCIN,J3375,"INJ VANCOMYCIN (XELLIA) 10MG","2025 (Q1-Q3)",12,39,1427.25,118.9375,36.59615385
ENTYVIO,VEDOLIZUMAB,J3380,"INJ VEDOLIZUMAB IV 1 MG","2024 (Q1-Q4)",19663,117569,769511447,39134.99705,6545.190033
ENTYVIO,VEDOLIZUMAB,J3380,"INJ VEDOLIZUMAB IV 1 MG","2025 (Q1-Q3)",19111,90341,573565920.6,30012.34475,6348.899399
VPRIV,"VELAGLUCERASE ALFA",J3385,"VELAGLUCERASE ALFA","2024 (Q1-Q4)",107,2091,32671660.18,305342.6185,15624.89726
VPRIV,"VELAGLUCERASE ALFA",J3385,"VELAGLUCERASE ALFA","2025 (Q1-Q3)",106,1499,24101051.5,227368.4104,16078.08639
VISUDYNE,VERTEPORFIN,J3396,"VERTEPORFIN INJECTION","2024 (Q1-Q4)",850,969,1578699.42,1857.293435,1629.204768
VISUDYNE,VERTEPORFIN,J3396,"VERTEPORFIN INJECTION","2025 (Q1-Q3)",614,667,1103552.68,1797.317068,1654.501769
"HYDROXYZINE HCL","HYDROXYZINE HCL",J3410,"HYDROXYZINE HCL INJECTION","2024 (Q1-Q4)",260,417,8166.46,31.40946154,19.58383693
"HYDROXYZINE HCL","HYDROXYZINE HCL",J3410,"HYDROXYZINE HCL INJECTION","2025 (Q1-Q3)",106,141,2746.31,25.90858491,19.47737589
"THIAMINE HCL","THIAMINE HCL",J3411,"THIAMINE HCL 100 MG","2024 (Q1-Q4)",3909,31357,177708.52,45.46137631,5.667267915
"THIAMINE HCL","THIAMINE HCL",J3411,"THIAMINE HCL 100 MG","2025 (Q1-Q3)",2931,22599,99194.6,33.84326169,4.389335811
"PYRIDOXINE HCL","PYRIDOXINE HCL (VITAMIN B6)",J3415,"PYRIDOXINE HCL 100 MG","2024 (Q1-Q4)",5324,47813,1425751.31,267.7970154,29.81932341
"PYRIDOXINE HCL","PYRIDOXINE HCL (VITAMIN B6)",J3415,"PYRIDOXINE HCL 100 MG","2025 (Q1-Q3)",4797,40908,1011325.22,210.8245195,24.72194241
"CYANOCOBALAMIN INJECTION*","CYANOCOBALAMIN (VITAMIN B-12)*",J3420,"VITAMIN B12 INJECTION","2024 (Q1-Q4)",365338,1538254,1920809.55,5.257623215,1.248694656
"CYANOCOBALAMIN INJECTION*","CYANOCOBALAMIN (VITAMIN B-12)*",J3420,"VITAMIN B12 INJECTION","2025 (Q1-Q3)",306266,1130824,1052680.02,3.437142941,0.930896426
HYDROXOCOBALAMIN,HYDROXOCOBALAMIN,J3425,"HYDROXOCOBALAMIN IM 10MCG","2024 (Q1-Q4)",142,336,33.66,0.237042254,0.100178571
HYDROXOCOBALAMIN,HYDROXOCOBALAMIN,J3425,"HYDROXOCOBALAMIN IM 10MCG","2025 (Q1-Q3)",462,2522,53.61,0.116038961,0.021256939
PHYTONADIONE*,"PHYTONADIONE (VIT K1)*",J3430,"VITAMIN K PHYTONADIONE INJ","2024 (Q1-Q4)",193,310,5605.37,29.04336788,18.08183871
PHYTONADIONE*,"PHYTONADIONE (VIT K1)*",J3430,"VITAMIN K PHYTONADIONE INJ","2025 (Q1-Q3)",138,272,4528.87,32.81789855,16.65025735
"VFEND IV*",VORICONAZOLE*,J3465,"INJECTION, VORICONAZOLE","2024 (Q1-Q4)",40,105,163.25,4.08125,1.554761905
"VFEND IV*",VORICONAZOLE*,J3465,"INJECTION, VORICONAZOLE","2025 (Q1-Q3)",48,214,2601.73,54.20270833,12.15761682
AMPHADASE,HYALURONIDASE,J3470,"HYALURONIDASE INJECTION","2024 (Q1-Q4)",94,117,7297.92,77.63744681,62.37538462
AMPHADASE,HYALURONIDASE,J3470,"HYALURONIDASE INJECTION","2025 (Q1-Q3)",108,134,8774.73,81.2475,65.4830597
VITRASE,"HYALURONIDASE,OVINE",J3471,"OVINE, UP TO 999 USP UNITS","2024 (Q1-Q4)",16,19,1593.79,99.611875,83.88368421
HYLENEX,"HYALURONIDASE, HUMAN RECOMB.",J3473,"HYALURONIDASE RECOMBINANT","2024 (Q1-Q4)",359,433,44112.38,122.8757103,101.8761663
HYLENEX,"HYALURONIDASE, HUMAN RECOMB.",J3473,"HYALURONIDASE RECOMBINANT","2025 (Q1-Q3)",310,340,21179.55,68.32112903,62.29279412
"MAGNESIUM SULFATE-D5W*","MAGNESIUM SULFATE*",J3475,"INJ MAGNESIUM SULFATE","2024 (Q1-Q4)",19945,114047,256122.17,12.84142241,2.245759818
"MAGNESIUM SULFATE-D5W*","MAGNESIUM SULFATE*",J3475,"INJ MAGNESIUM SULFATE","2025 (Q1-Q3)",15817,83347,155020.18,9.80085857,1.85993713
"POTASSIUM CHLORIDE-0.45% NACL*","POTASSIUM CHLORIDE-0.45% NACL*",J3480,"INJ POTASSIUM CHLORIDE","2024 (Q1-Q4)",11407,39434,46572.57,4.082806172,1.181025765
"POTASSIUM CHLORIDE-0.45% NACL*","POTASSIUM CHLORIDE-0.45% NACL*",J3480,"INJ POTASSIUM CHLORIDE","2025 (Q1-Q3)",8364,28335,47546.57,5.684668819,1.678015529
RECLAST*,"ZOLEDRONIC ACID*",J3489,"ZOLEDRONIC ACID 1MG","2024 (Q1-Q4)",96566,143830,4175554.3,43.24041899,29.03117778
RECLAST*,"ZOLEDRONIC ACID*",J3489,"ZOLEDRONIC ACID 1MG","2025 (Q1-Q3)",80087,110122,3327757.27,41.55177832,30.2188234
"SODIUM CHLORIDE(J7030)","0.9 % SODIUM CHLORIDE",J7030,"NORMAL SALINE SOLUTION INFUS","2024 (Q1-Q4)",81911,262483,742563.79,9.065495355,2.828997649
"SODIUM CHLORIDE(J7030)","0.9 % SODIUM CHLORIDE",J7030,"NORMAL SALINE SOLUTION INFUS","2025 (Q1-Q3)",63955,188832,486136.51,7.601227582,2.574439237
"SODIUM CHLORIDE(J7040)","0.9 % SODIUM CHLORIDE",J7040,"NORMAL SALINE SOLUTION INFUS","2024 (Q1-Q4)",55501,172025,261332.53,4.708609394,1.519154367
"SODIUM CHLORIDE(J7040)","0.9 % SODIUM CHLORIDE",J7040,"NORMAL SALINE SOLUTION INFUS","2025 (Q1-Q3)",42168,128450,189545.76,4.495014229,1.475638459
"DEXTROSE 5%-0.9% NACL","DEXTROSE 5 % AND 0.9 % NACL",J7042,"5% DEXTROSE/NORMAL SALINE","2024 (Q1-Q4)",2256,6345,11733.76,5.201134752,1.849292356
"DEXTROSE 5%-0.9% NACL","DEXTROSE 5 % AND 0.9 % NACL",J7042,"5% DEXTROSE/NORMAL SALINE","2025 (Q1-Q3)",1529,4690,8800.29,5.75558535,1.876394456
"SODIUM CHLORIDE(J7050)","0.9 % SODIUM CHLORIDE",J7050,"NORMAL SALINE SOLUTION INFUS","2024 (Q1-Q4)",91272,334074,330170.63,3.617436125,0.988315852
"SODIUM CHLORIDE(J7050)","0.9 % SODIUM CHLORIDE",J7050,"NORMAL SALINE SOLUTION INFUS","2025 (Q1-Q3)",71279,245901,236381.36,3.316283337,0.961286697
"DEXTROSE IN WATER(J7060)","DEXTROSE 5 % IN WATER",J7060,"5% DEXTROSE/WATER","2024 (Q1-Q4)",3814,19875,57704.41,15.12963031,2.903366541
"DEXTROSE IN WATER(J7060)","DEXTROSE 5 % IN WATER",J7060,"5% DEXTROSE/WATER","2025 (Q1-Q3)",2557,11329,32302.54,12.63298397,2.851314326
"DEXTROSE IN WATER(J7070)","DEXTROSE 5 % IN WATER",J7070,"D5W INFUSION","2024 (Q1-Q4)",635,1430,6718.2,10.57984252,4.698041958
"DEXTROSE IN WATER(J7070)","DEXTROSE 5 % IN WATER",J7070,"D5W INFUSION","2025 (Q1-Q3)",341,940,3419.73,10.02853372,3.638010638
"LACTATED RINGERS","RINGER'S SOLUTION,LACTATED",J7120,"RINGERS LACTATE INFUSION","2024 (Q1-Q4)",7800,17178,48976.27,6.279008974,2.85110432
"LACTATED RINGERS","RINGER'S SOLUTION,LACTATED",J7120,"RINGERS LACTATE INFUSION","2025 (Q1-Q3)",6203,13620,36389.07,5.866366274,2.671737886
HEMLIBRA,EMICIZUMAB-KXWH,J7170,"INJ., EMICIZUMAB-KXWH 0.5 MG","2024 (Q1-Q4)",438,5486,230350711.2,525914.8658,41988.82815
HEMLIBRA,EMICIZUMAB-KXWH,J7170,"INJ., EMICIZUMAB-KXWH 0.5 MG","2025 (Q1-Q3)",416,4252,180981259.3,435051.1041,42563.7957
ADZYNMA,"ADAMTS13, RECOMBINANT-KRHN",J7171,"INJ, ADZYNMA, 10 IU","2024 (Q1-Q4)",19,172,2135044.98,112370.7884,12413.05221
ADZYNMA,"ADAMTS13, RECOMBINANT-KRHN",J7171,"INJ, ADZYNMA, 10 IU","2025 (Q1-Q3)",20,247,3509477.17,175473.8585,14208.4096
COAGADEX,"COAGULATION FACTOR X",J7175,"INJ, FACTOR X, (HUMAN), 1IU","2024 (Q1-Q4)","",161,8740118.35,"",54286.44938
COAGADEX,"COAGULATION FACTOR X",J7175,"INJ, FACTOR X, (HUMAN), 1IU","2025 (Q1-Q3)","",117,5030575.84,"",42996.3747
FIBRYGA,FIBRINOGEN,J7177,"INJ., FIBRYGA, 1 MG","2024 (Q1-Q4)","",115,771575.56,"",6709.352696
FIBRYGA,FIBRINOGEN,J7177,"INJ., FIBRYGA, 1 MG","2025 (Q1-Q3)","",90,592996.24,"",6588.847111
RIASTAP,FIBRINOGEN,J7178,"INJ HUMAN FIBRINOGEN CON NOS","2024 (Q1-Q4)","",20,269274.99,"",13463.7495
RIASTAP,FIBRINOGEN,J7178,"INJ HUMAN FIBRINOGEN CON NOS","2025 (Q1-Q3)","",16,127405.29,"",7962.830625
VONVENDI,"VON WILLEBRAND FACTOR",J7179,"VONVENDI INJ 1 IU VWF:RCO","2024 (Q1-Q4)",52,511,16214405.36,311815.4877,31730.73456
VONVENDI,"VON WILLEBRAND FACTOR",J7179,"VONVENDI INJ 1 IU VWF:RCO","2025 (Q1-Q3)",61,421,14362643.06,235453.1649,34115.54171
CORIFACT,"FACTOR XIII",J7180,"FACTOR XIII ANTI-HEM FACTOR","2024 (Q1-Q4)",11,119,2917629.48,265239.0436,24517.89479
CORIFACT,"FACTOR XIII",J7180,"FACTOR XIII ANTI-HEM FACTOR","2025 (Q1-Q3)","",79,2003447.69,"",25360.09734
TRETTEN,"FACTOR XIII A-SUBUNIT,RECOMB",J7181,"FACTOR XIII RECOMB A-SUBUNIT","2024 (Q1-Q4)","",73,3882274.13,"",53181.8374
TRETTEN,"FACTOR XIII A-SUBUNIT,RECOMB",J7181,"FACTOR XIII RECOMB A-SUBUNIT","2025 (Q1-Q3)","",55,2949680.68,"",53630.55782
NOVOEIGHT,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",J7182,"FACTOR VIII RECOMB NOVOEIGHT","2024 (Q1-Q4)",14,49,1878400.01,134171.4293,38334.69408
NOVOEIGHT,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",J7182,"FACTOR VIII RECOMB NOVOEIGHT","2025 (Q1-Q3)",12,45,1587280.79,132273.3992,35272.90644
WILATE,"ANTIHEMOPHILIC FACTOR",J7183,"WILATE INJECTION","2024 (Q1-Q4)",49,278,4747992.43,96897.80469,17079.10946
WILATE,"ANTIHEMOPHILIC FACTOR",J7183,"WILATE INJECTION","2025 (Q1-Q3)",54,240,3481951.89,64480.59056,14508.13288
"XYNTHA SOLOFUSE*","ANTIHEMOPH.FVIII,B-DOMAIN DEL*",J7185,"XYNTHA INJ","2024 (Q1-Q4)",60,276,7279430.65,121323.8442,26374.74873
"XYNTHA SOLOFUSE*","ANTIHEMOPH.FVIII,B-DOMAIN DEL*",J7185,"XYNTHA INJ","2025 (Q1-Q3)",49,164,3958842.42,80792.70245,24139.28305
ALPHANATE,"ANTIHEMOPHILIC FACTOR",J7186,"ANTIHEMOPHILIC VIII/VWF COMP","2024 (Q1-Q4)",36,152,2883377.9,80093.83056,18969.59145
ALPHANATE,"ANTIHEMOPHILIC FACTOR",J7186,"ANTIHEMOPHILIC VIII/VWF COMP","2025 (Q1-Q3)",28,71,1330477.92,47517.06857,18739.12563
HUMATE-P,"ANTIHEMOPHILIC FACTOR",J7187,"HUMATE-P, INJ","2024 (Q1-Q4)",331,1467,31388760.7,94830.09275,21396.56489
HUMATE-P,"ANTIHEMOPHILIC FACTOR",J7187,"HUMATE-P, INJ","2025 (Q1-Q3)",268,1140,23970423.85,89441.88004,21026.68759
"NOVOSEVEN RT","COAGULATION FACTOR VIIA,RECOMB",J7189,"FACTOR VIIA RECOMB NOVOSEVEN","2024 (Q1-Q4)",97,1143,67799644.38,698965.406,59317.27417
"NOVOSEVEN RT","COAGULATION FACTOR VIIA,RECOMB",J7189,"FACTOR VIIA RECOMB NOVOSEVEN","2025 (Q1-Q3)",87,561,37258282.36,428256.1191,66414.05055
"HEMOFIL M*","ANTIHEMOPHILIC FACTOR, HUMAN*",J7190,"FACTOR VIII","2024 (Q1-Q4)",56,403,13832760.95,247013.5884,34324.46886
"HEMOFIL M*","ANTIHEMOPHILIC FACTOR, HUMAN*",J7190,"FACTOR VIII","2025 (Q1-Q3)",42,274,10383958.98,247237.1186,37897.66051
ADVATE*,"ANTIHEMOPHIL.FVIII,FULL LENGTH*",J7192,"FACTOR VIII RECOMBINANT NOS","2024 (Q1-Q4)",412,2218,58287450.59,141474.3946,26279.2834
ADVATE*,"ANTIHEMOPHIL.FVIII,FULL LENGTH*",J7192,"FACTOR VIII RECOMBINANT NOS","2025 (Q1-Q3)",343,1467,37961040.91,110673.5887,25876.64684
"ALPHANINE SD","FACTOR IX",J7193,"FACTOR IX NON-RECOMBINANT","2024 (Q1-Q4)",16,92,2349251.87,146828.2419,25535.34641
"ALPHANINE SD","FACTOR IX",J7193,"FACTOR IX NON-RECOMBINANT","2025 (Q1-Q3)",16,57,1833566.24,114597.89,32167.82877
PROFILNINE,"FACTOR IX COMPLX NO.4,3-FACTOR",J7194,"FACTOR IX COMPLEX","2024 (Q1-Q4)","",11,64042.21,"",5822.019091
BENEFIX,"FACTOR IX HUMAN RECOMBINANT",J7195,"FACTOR IX RECOMBINANT NOS","2024 (Q1-Q4)",217,1043,36565804.96,168506.0136,35058.29814
BENEFIX,"FACTOR IX HUMAN RECOMBINANT",J7195,"FACTOR IX RECOMBINANT NOS","2025 (Q1-Q3)",204,748,23673399.91,116046.078,31648.93036
"THROMBATE III","ANTITHROMBIN III (PLASMA DER)",J7197,"ANTITHROMBIN III INJECTION","2024 (Q1-Q4)","",18,194398.47,"",10799.915
FEIBA,"ANTI-INHIBITOR COAGULANT COMP.",J7198,ANTI-INHIBITOR,"2024 (Q1-Q4)",134,281,7517170.5,56098.28731,26751.49644
FEIBA,"ANTI-INHIBITOR COAGULANT COMP.",J7198,ANTI-INHIBITOR,"2025 (Q1-Q3)",99,175,4455049.48,45000.4998,25457.4256
RIXUBIS,"FACTOR IX HUMAN RECOMBINANT",J7200,"FACTOR IX RECOMBINAN RIXUBIS","2024 (Q1-Q4)",13,337,11469601.87,882277.0669,34034.42691
RIXUBIS,"FACTOR IX HUMAN RECOMBINANT",J7200,"FACTOR IX RECOMBINAN RIXUBIS","2025 (Q1-Q3)","",229,9749209.41,"",42572.96686
ALPROLIX,"FACTOR IX REC, FC FUSION PROTN",J7201,"FACTOR IX ALPROLIX RECOMB","2024 (Q1-Q4)",84,1388,63444778.3,755294.9798,45709.49445
ALPROLIX,"FACTOR IX REC, FC FUSION PROTN",J7201,"FACTOR IX ALPROLIX RECOMB","2025 (Q1-Q3)",88,1085,52344829.58,594827.6089,48244.08256
IDELVION,"FACTOR IX RECOM,ALBUMIN FUSION",J7202,"FACTOR IX IDELVION INJ","2024 (Q1-Q4)",90,1405,68170317.05,757447.9672,48519.79861
IDELVION,"FACTOR IX RECOM,ALBUMIN FUSION",J7202,"FACTOR IX IDELVION INJ","2025 (Q1-Q3)",84,1088,55061783.61,655497.4239,50608.25699
REBINYN,"FACTOR IX HUMAN REC,PEGYLATED",J7203,"FACTOR IX RECOMB GLY REBINYN","2024 (Q1-Q4)",16,132,5316273.58,332267.0988,40274.79985
REBINYN,"FACTOR IX HUMAN REC,PEGYLATED",J7203,"FACTOR IX RECOMB GLY REBINYN","2025 (Q1-Q3)",16,76,3103425.93,193964.1206,40834.55171
ESPEROCT,"FVIII REC,B-DOM TRUNC PEG-EXEI",J7204,"INJ RECOMBIN ESPEROCT PER IU","2024 (Q1-Q4)","",142,5251090.4,"",36979.50986
ESPEROCT,"FVIII REC,B-DOM TRUNC PEG-EXEI",J7204,"INJ RECOMBIN ESPEROCT PER IU","2025 (Q1-Q3)","",110,3053128.69,"",27755.71536
ELOCTATE,"ANTIHEMOPH.FVIII REC,FC FUSION",J7205,"FACTOR VIII FC FUSION RECOMB","2024 (Q1-Q4)",85,566,22398932.03,263516.8474,39574.08486
ELOCTATE,"ANTIHEMOPH.FVIII REC,FC FUSION",J7205,"FACTOR VIII FC FUSION RECOMB","2025 (Q1-Q3)",58,303,11358319.8,195833.1,37486.20396
ADYNOVATE,"ANTIHEMO.FVIII,FULL LENGTH PEG",J7207,"FACTOR VIII PEGYLATED RECOMB","2024 (Q1-Q4)",45,381,12139482.02,269766.2671,31862.15753
ADYNOVATE,"ANTIHEMO.FVIII,FULL LENGTH PEG",J7207,"FACTOR VIII PEGYLATED RECOMB","2025 (Q1-Q3)",28,211,6925985.14,247356.6121,32824.57412
JIVI,"FVIII REC,B-DOM DELET PEG-AUCL",J7208,"INJ. JIVI 1 IU","2024 (Q1-Q4)",32,409,17649100.44,551534.3888,43151.83482
JIVI,"FVIII REC,B-DOM DELET PEG-AUCL",J7208,"INJ. JIVI 1 IU","2025 (Q1-Q3)",27,262,10212569.49,378243.3144,38979.27286
NUWIQ,"ANTIHEMOPH.FVIII,HEK B-DELETE",J7209,"FACTOR VIII NUWIQ RECOMB 1IU","2024 (Q1-Q4)",62,539,17836566.07,287686.5495,33091.95931
NUWIQ,"ANTIHEMOPH.FVIII,HEK B-DELETE",J7209,"FACTOR VIII NUWIQ RECOMB 1IU","2025 (Q1-Q3)",57,427,15286310.15,268180.8798,35799.32119
AFSTYLA,"ANTIHEM.FVIII,SIN-CHN,B-DM TRU",J7210,"INJ, AFSTYLA, 1 I.U.","2024 (Q1-Q4)",13,206,5088001.04,391384.6954,24699.03418
AFSTYLA,"ANTIHEM.FVIII,SIN-CHN,B-DM TRU",J7210,"INJ, AFSTYLA, 1 I.U.","2025 (Q1-Q3)",17,132,3613116.92,212536.2894,27372.09788
KOVALTRY,"ANTIHEMOPHIL.FVIII,FULL LENGTH",J7211,"INJ, KOVALTRY, 1 I.U.","2024 (Q1-Q4)",102,681,16609293.44,162836.2102,24389.56452
KOVALTRY,"ANTIHEMOPHIL.FVIII,FULL LENGTH",J7211,"INJ, KOVALTRY, 1 I.U.","2025 (Q1-Q3)",78,453,12304275.69,157747.1242,27161.75649
SEVENFACT,"COAGULATION VIIA,RECOMB-JNCW",J7212,"FACTOR VIIA RECOMB SEVENFACT","2024 (Q1-Q4)","",37,1222586.5,"",33042.87838
SEVENFACT,"COAGULATION VIIA,RECOMB-JNCW",J7212,"FACTOR VIIA RECOMB SEVENFACT","2025 (Q1-Q3)","",219,18737245.62,"",85558.19918
IXINITY,"FACTOR IX HUMAN RECOMB,THR 148",J7213,"INJ, IXINITY, 1 I.U.","2024 (Q1-Q4)","",56,1800503.42,"",32151.84679
IXINITY,"FACTOR IX HUMAN RECOMB,THR 148",J7213,"INJ, IXINITY, 1 I.U.","2025 (Q1-Q3)","",39,1547017.66,"",39667.11949
ALTUVIIIO,"FVIII REC,FC-VWF-XTEN,BDD-EHTL",J7214,"ALTUVIIIO PER FACTOR VIII IU","2024 (Q1-Q4)",154,1814,76765432.41,498476.8338,42318.31996
ALTUVIIIO,"FVIII REC,FC-VWF-XTEN,BDD-EHTL",J7214,"ALTUVIIIO PER FACTOR VIII IU","2025 (Q1-Q3)",223,1801,77307147.17,346668.8214,42924.56811
LEVULAN,"AMINOLEVULINIC ACID HCL",J7308,"AMINOLEVULINIC ACID HCL TOP","2024 (Q1-Q4)",65888,96975,41998266.09,637.4190458,433.0834348
LEVULAN,"AMINOLEVULINIC ACID HCL",J7308,"AMINOLEVULINIC ACID HCL TOP","2025 (Q1-Q3)",50169,69567,30189275.02,601.7515801,433.9597082
OZURDEX,DEXAMETHASONE,J7312,"DEXAMETHASONE INTRA IMPLANT","2024 (Q1-Q4)",15038,32147,47962971.81,3189.45151,1491.989044
OZURDEX,DEXAMETHASONE,J7312,"DEXAMETHASONE INTRA IMPLANT","2025 (Q1-Q3)",12224,23023,34429961.26,2816.587145,1495.459378
ILUVIEN,"FLUOCINOLONE ACETONIDE",J7313,"INJ., ILUVIEN, 0.01 MG","2024 (Q1-Q4)",792,909,8885136.45,11218.60663,9774.627558
ILUVIEN,"FLUOCINOLONE ACETONIDE",J7313,"INJ., ILUVIEN, 0.01 MG","2025 (Q1-Q3)",634,723,6904194.07,10889.89601,9549.369391
YUTIQ,"FLUOCINOLONE ACETONIDE",J7314,"INJ., YUTIQ, 0.01 MG","2024 (Q1-Q4)",1218,1386,13688154.11,11238.22177,9876.013066
YUTIQ,"FLUOCINOLONE ACETONIDE",J7314,"INJ., YUTIQ, 0.01 MG","2025 (Q1-Q3)",641,718,7018239.93,10948.89225,9774.707423
DUROLANE,"HYALURONATE SODIUM, STABILIZED",J7318,"INJ, DUROLANE 1 MG","2024 (Q1-Q4)",62996,75474,37844086.03,600.7379203,501.4188466
DUROLANE,"HYALURONATE SODIUM, STABILIZED",J7318,"INJ, DUROLANE 1 MG","2025 (Q1-Q3)",57860,64419,33171584.51,573.3077171,514.9347942
"GENVISC 850","HYALURONATE SODIUM",J7320,"GENVISC 850, INJ, 1MG","2024 (Q1-Q4)",20463,114036,20948210.99,1023.711625,183.6982268
"GENVISC 850","HYALURONATE SODIUM",J7320,"GENVISC 850, INJ, 1MG","2025 (Q1-Q3)",17587,88381,18634501.9,1059.561147,210.8428497
HYALGAN*,"HYALURONATE SODIUM*",J7321,"HYALGAN SUPARTZ VISCO-3 DOSE","2024 (Q1-Q4)",54810,247748,23205273.05,423.3766293,93.66482494
HYALGAN*,"HYALURONATE SODIUM*",J7321,"HYALGAN SUPARTZ VISCO-3 DOSE","2025 (Q1-Q3)",42252,170295,15874223.95,375.7034921,93.21603071
HYMOVIS,"HYALURONATE,MOD.,NON-CROSSLINK",J7322,"HYMOVIS INJECTION 1 MG","2024 (Q1-Q4)",24760,57358,30868114.24,1246.692821,538.1658049
HYMOVIS,"HYALURONATE,MOD.,NON-CROSSLINK",J7322,"HYMOVIS INJECTION 1 MG","2025 (Q1-Q3)",26785,57392,31213482.3,1165.334415,543.8646902
EUFLEXXA,"HYALURONATE SODIUM",J7323,"EUFLEXXA INJ PER DOSE","2024 (Q1-Q4)",78520,260848,42899098.92,546.3461401,164.4601412
EUFLEXXA,"HYALURONATE SODIUM",J7323,"EUFLEXXA INJ PER DOSE","2025 (Q1-Q3)",68464,209181,34662974.84,506.2949118,165.7080463
ORTHOVISC,"HYALURONATE SODIUM",J7324,"ORTHOVISC INJ PER DOSE","2024 (Q1-Q4)",52524,185459,31679767.59,603.1484196,170.8181732
ORTHOVISC,"HYALURONATE SODIUM",J7324,"ORTHOVISC INJ PER DOSE","2025 (Q1-Q3)",39307,126202,18084273.71,460.0776887,143.2962529
SYNVISC-ONE*,"HYLAN G-F 20*",J7325,"SYNVISC OR SYNVISC-ONE","2024 (Q1-Q4)",78252,122801,51801868.54,661.98779,421.8358852
SYNVISC-ONE*,"HYLAN G-F 20*",J7325,"SYNVISC OR SYNVISC-ONE","2025 (Q1-Q3)",60853,87439,37955923.73,623.7313482,434.0846045
GEL-ONE,"HYALURONATE SOD, CROSS-LINKED",J7326,GEL-ONE,"2024 (Q1-Q4)",66869,81251,55332319.16,827.4734056,681.0047773
GEL-ONE,"HYALURONATE SOD, CROSS-LINKED",J7326,GEL-ONE,"2025 (Q1-Q3)",50716,56240,39070008.39,770.368491,694.7014294
MONOVISC,"HYALURONATE SODIUM, STABILIZED",J7327,"MONOVISC INJ PER DOSE","2024 (Q1-Q4)",64483,78966,71096176.55,1102.5569,900.3390896
MONOVISC,"HYALURONATE SODIUM, STABILIZED",J7327,"MONOVISC INJ PER DOSE","2025 (Q1-Q3)",60736,68587,52984379.1,872.3718898,772.513437
GELSYN-3,"HYALURONATE SODIUM",J7328,"GELSYN-3 INJECTION 0.1 MG","2024 (Q1-Q4)",17469,56465,6490689.72,371.5547381,114.9506725
GELSYN-3,"HYALURONATE SODIUM",J7328,"GELSYN-3 INJECTION 0.1 MG","2025 (Q1-Q3)",13125,39609,5224605.52,398.0651825,131.9045045
