Brnd_Name,Gnrc_Name,HCPCS_Cd,HCPCS_Desc,Year,Tot_Benes,Tot_Clms,Tot_Spndng,Avg_Spnd_Per_Bene,Avg_Spnd_Per_Clm
"ALBUMIN (HUMAN)*","ALBUMIN HUMAN*",P9041,"ALBUMIN (HUMAN),5%, 50ML","2024 (Q1-Q4)",578,3010,1484799.45,2568.85718,493.2888538
"ALBUMIN (HUMAN)*","ALBUMIN HUMAN*",P9041,"ALBUMIN (HUMAN),5%, 50ML","2025 (Q1-Q3)",51,163,3125.3,61.28039216,19.17361963
ALBUKED-5*,"ALBUMIN HUMAN*",P9045,"ALBUMIN (HUMAN), 5%, 250 ML","2024 (Q1-Q4)",3118,14065,9499141.38,3046.549513,675.3744316
ALBUKED-5*,"ALBUMIN HUMAN*",P9045,"ALBUMIN (HUMAN), 5%, 250 ML","2025 (Q1-Q3)",2557,10775,7059452.73,2760.834075,655.1696269
ALBUKED-25(P9046)*,"ALBUMIN HUMAN*",P9046,"ALBUMIN (HUMAN), 25%, 20 ML","2024 (Q1-Q4)",1091,5841,957676.54,877.7970119,163.957634
ALBUKED-25(P9046)*,"ALBUMIN HUMAN*",P9046,"ALBUMIN (HUMAN), 25%, 20 ML","2025 (Q1-Q3)",982,4801,772831.4,786.9973523,160.9730056
ALBUKED-25(P9047)*,"ALBUMIN HUMAN*",P9047,"ALBUMIN (HUMAN), 25%, 50ML","2024 (Q1-Q4)",15923,78441,14911462.1,936.4731583,190.0978073
ALBUKED-25(P9047)*,"ALBUMIN HUMAN*",P9047,"ALBUMIN (HUMAN), 25%, 50ML","2025 (Q1-Q3)",605,3117,468307.7,774.0623141,150.2430863
FERAHEME(Q0138)*,FERUMOXYTOL*,Q0138,"FERUMOXYTOL, NON-ESRD","2024 (Q1-Q4)",66425,148517,28288200.07,425.8667681,190.471125
FERAHEME(Q0138)*,FERUMOXYTOL*,Q0138,"FERUMOXYTOL, NON-ESRD","2025 (Q1-Q3)",53762,112313,20316311.18,377.8935155,180.8901123
FERAHEME(Q0139)*,FERUMOXYTOL*,Q0139,"FERUMOXYTOL, ESRD USE","2024 (Q1-Q4)",501,838,186951.61,373.1569062,223.0926134
FERAHEME(Q0139)*,FERUMOXYTOL*,Q0139,"FERUMOXYTOL, ESRD USE","2025 (Q1-Q3)",387,628,138634.51,358.228708,220.7555892
"ONDANSETRON HCL(Q0162)*","ONDANSETRON HCL*",Q0162,"ONDANSETRON ORAL","2024 (Q1-Q4)",243,916,995.98,4.098683128,1.087314411
"ONDANSETRON HCL(Q0162)*","ONDANSETRON HCL*",Q0162,"ONDANSETRON ORAL","2025 (Q1-Q3)",162,410,1102.9,6.808024691,2.69
"PEMGARDA (EUA)",PEMIVIBART,Q0224,"INJ, PEMIVIBART, 4500 MG","2024 (Q1-Q4)",1155,1512,12005641.43,10394.49475,7940.239041
"PEMGARDA (EUA)",PEMIVIBART,Q0224,"INJ, PEMIVIBART, 4500 MG","2025 (Q1-Q3)",1379,2553,18384234.89,13331.5699,7201.032076
ACTEMRA(Q0249),TOCILIZUMAB,Q0249,"TOCILIZUMAB FOR COVID-19","2024 (Q1-Q4)",314,442,1510042.6,4809.052866,3416.385973
ACTEMRA(Q0249),TOCILIZUMAB,Q0249,"TOCILIZUMAB FOR COVID-19","2025 (Q1-Q3)",111,137,622322.66,5606.510451,4542.501168
YESCARTA,"AXICABTAGENE CILOLEUCEL",Q2041,"AXICABTAGENE CILOLEUCEL CAR+","2024 (Q1-Q4)",37,55,16990614.64,459205.8011,308920.2662
YESCARTA,"AXICABTAGENE CILOLEUCEL",Q2041,"AXICABTAGENE CILOLEUCEL CAR+","2025 (Q1-Q3)",16,34,7823118.99,488944.9369,230091.735
KYMRIAH,TISAGENLECLEUCEL,Q2042,"TISAGENLECLEUCEL CAR-POS T","2024 (Q1-Q4)",21,21,10678318.77,508491.37,508491.37
PROVENGE,SIPULEUCEL-T,Q2043,"SIPULEUCEL-T AUTO CD54+","2024 (Q1-Q4)",753,2045,111787453.3,148456.1133,54663.79136
PROVENGE,SIPULEUCEL-T,Q2043,"SIPULEUCEL-T AUTO CD54+","2025 (Q1-Q3)",488,1236,69185011.41,141772.5644,55974.92833
DOXIL*,"DOXORUBICIN HCL PEG-LIPOSOMAL*",Q2050,"DOXORUBICIN INJ 10MG","2024 (Q1-Q4)",5520,19895,14544707.02,2634.910692,731.0734868
DOXIL*,"DOXORUBICIN HCL PEG-LIPOSOMAL*",Q2050,"DOXORUBICIN INJ 10MG","2025 (Q1-Q3)",4456,14828,12238723.44,2746.571688,825.3792447
BREYANZI,"LISOCABTAGENE MARALEUCEL",Q2054,"LISOCABTAGENE MARA CAR POS T","2024 (Q1-Q4)",136,202,66828445.09,491385.6257,330833.8866
BREYANZI,"LISOCABTAGENE MARALEUCEL",Q2054,"LISOCABTAGENE MARA CAR POS T","2025 (Q1-Q3)",186,267,96203459.96,517222.903,360312.5841
ABECMA,"IDECABTAGENE VICLEUCEL",Q2055,"IDECABTAGENE VICLEUCEL CAR","2024 (Q1-Q4)",17,96,8278522.42,486971.9071,86234.60854
ABECMA,"IDECABTAGENE VICLEUCEL",Q2055,"IDECABTAGENE VICLEUCEL CAR","2025 (Q1-Q3)",12,39,6296210.3,524684.1917,161441.2897
CARVYKTI,"CILTACABTAGENE AUTOLEUCEL",Q2056,"CILTACABTAGENE CAR-POS T","2024 (Q1-Q4)",201,201,101838075.2,506657.0907,506657.0907
CARVYKTI,"CILTACABTAGENE AUTOLEUCEL",Q2056,"CILTACABTAGENE CAR-POS T","2025 (Q1-Q3)",327,345,177094173.2,541572.395,513316.4439
"AVONEX (4 PACK)*","INTERFERON BETA-1A*",Q3027,"INJ BETA INTERFERON IM 1 MCG","2024 (Q1-Q4)","",271,526607.78,"",1943.20214
"AVONEX (4 PACK)*","INTERFERON BETA-1A*",Q3027,"INJ BETA INTERFERON IM 1 MCG","2025 (Q1-Q3)","",147,332960.22,"",2265.03551
VENTAVIS,"ILOPROST TROMETHAMINE",Q4074,"ILOPROST NON-COMP UNIT DOSE","2024 (Q1-Q4)","",30,641134.54,"",21371.15133
EPOGEN(Q4081)*,"EPOETIN ALFA*",Q4081,"EPOETIN ALFA, 100 UNITS ESRD","2024 (Q1-Q4)",14,28,4683.52,334.5371429,167.2685714
EPOGEN(Q4081)*,"EPOETIN ALFA*",Q4081,"EPOETIN ALFA, 100 UNITS ESRD","2025 (Q1-Q3)","",13,3856.28,"",296.6369231
APLIGRAF,"CULT SKIN SUBST,HUMAN-BOVINE",Q4101,APLIGRAF,"2024 (Q1-Q4)",246,803,1020537.27,4148.525488,1270.905691
APLIGRAF,"CULT SKIN SUBST,HUMAN-BOVINE",Q4101,APLIGRAF,"2025 (Q1-Q3)",198,595,739614.85,3735.428535,1243.050168
"WOUND MATRIX","PORCINE SUBMUCOSA, FENESTRATED",Q4102,"OASIS WOUND MATRIX","2024 (Q1-Q4)",539,1182,142661.82,264.6787013,120.6952792
"WOUND MATRIX","PORCINE SUBMUCOSA, FENESTRATED",Q4102,"OASIS WOUND MATRIX","2025 (Q1-Q3)",503,943,101938.84,202.6617097,108.1005726
"INTEGRA BMWD**","",Q4104,"INTEGRA BMWD","2024 (Q1-Q4)",22,28,54449.44,2474.974546,1944.622857
"INTEGRA BMWD**","",Q4104,"INTEGRA BMWD","2025 (Q1-Q3)",29,33,49035.63,1690.883793,1485.928182
DERMAGRAFT,"CULT SKIN SUBST,HUMAN-BOVINE",Q4106,DERMAGRAFT,"2024 (Q1-Q4)",32,65,69152.68,2161.02125,1063.887385
GAMMAGRAFT**,"",Q4111,GAMMAGRAFT,"2024 (Q1-Q4)",16,20,443.3,27.70625,22.165
GAMMAGRAFT**,"",Q4111,GAMMAGRAFT,"2025 (Q1-Q3)",15,20,568.05,37.87,28.4025
"MATRISTEM MICROMATRIX**","",Q4118,"MATRISTEM MICROMATRIX","2024 (Q1-Q4)",65,117,32699.62,503.0710769,279.4839316
"MATRISTEM MICROMATRIX**","",Q4118,"MATRISTEM MICROMATRIX","2025 (Q1-Q3)",49,58,16867.66,344.2379592,290.8217241
THERASKIN**,"",Q4121,THERASKIN,"2024 (Q1-Q4)",301,901,1650216.34,5482.446312,1831.538668
THERASKIN**,"",Q4121,THERASKIN,"2025 (Q1-Q3)",150,336,639184.6,4261.230667,1902.335119
"OASIS ULTRA","PORCINE ACELL SUBMUCOSA,MESHED",Q4124,"OASIS TRI-LAYER WOUND MATRIX","2024 (Q1-Q4)",94,112,8952.87,95.24329787,79.93633929
"OASIS ULTRA","PORCINE ACELL SUBMUCOSA,MESHED",Q4124,"OASIS TRI-LAYER WOUND MATRIX","2025 (Q1-Q3)",91,96,5539.71,60.87593407,57.7053125
"GRAFIX CORE, GRAFIXPL CORE**","",Q4132,"GRAFIX CORE, GRAFIXPL CORE","2024 (Q1-Q4)",173,520,1452786.58,8397.610289,2793.820346
"GRAFIX CORE, GRAFIXPL CORE**","",Q4132,"GRAFIX CORE, GRAFIXPL CORE","2025 (Q1-Q3)","",11,3355.2,"",305.0181818
"GRAFIX STRAVIX PRIME PL SQCM**","",Q4133,"GRAFIX STRAVIX PRIME PL SQCM","2024 (Q1-Q4)",909,3695,7778690.53,8557.415325,2105.193648
"GRAFIX STRAVIX PRIME PL SQCM**","",Q4133,"GRAFIX STRAVIX PRIME PL SQCM","2025 (Q1-Q3)",502,1946,3472572.37,6917.474841,1784.466788
"AMNIOEXCEL BIODEXCEL 1SQ CM**","",Q4137,"AMNIOEXCEL BIODEXCEL 1SQ CM","2024 (Q1-Q4)",162,431,1416920.66,8746.423827,3287.518933
"AMNIOEXCEL BIODEXCEL 1SQ CM**","",Q4137,"AMNIOEXCEL BIODEXCEL 1SQ CM","2025 (Q1-Q3)",85,251,574728.79,6761.515177,2289.756136
"AMNIOBAND, GUARDIAN 1 SQ CM**","",Q4151,"AMNIOBAND, GUARDIAN 1 SQ CM","2024 (Q1-Q4)",37,111,147479.43,3985.930541,1328.643514
"AMNIOBAND, GUARDIAN 1 SQ CM**","",Q4151,"AMNIOBAND, GUARDIAN 1 SQ CM","2025 (Q1-Q3)",38,111,137533.03,3619.290263,1239.036306
"BIOVANCE 1 SQUARE CM**","",Q4154,"BIOVANCE 1 SQUARE CM","2024 (Q1-Q4)",74,145,232528.65,3142.279054,1603.645862
"BIOVANCE 1 SQUARE CM**","",Q4154,"BIOVANCE 1 SQUARE CM","2025 (Q1-Q3)",14,47,44632.51,3188.036429,949.6278723
"KERECIS OMEGA3, PER SQ CM**","",Q4158,"KERECIS OMEGA3, PER SQ CM","2024 (Q1-Q4)",2008,5061,12776121.19,6362.610154,2524.426238
"KERECIS OMEGA3, PER SQ CM**","",Q4158,"KERECIS OMEGA3, PER SQ CM","2025 (Q1-Q3)",838,1760,1550314.97,1850.017864,880.8607784
"AFFINITY1 SQUARE CM**","",Q4159,"AFFINITY1 SQUARE CM","2024 (Q1-Q4)",1386,5313,15441033.58,11140.71687,2906.273966
"AFFINITY1 SQUARE CM**","",Q4159,"AFFINITY1 SQUARE CM","2025 (Q1-Q3)",409,1396,3070138.95,7506.452201,2199.239936
"NUSHIELD 1 SQUARE CM**","",Q4160,"NUSHIELD 1 SQUARE CM","2024 (Q1-Q4)",241,672,905260.11,3756.266017,1347.113259
"NUSHIELD 1 SQUARE CM**","",Q4160,"NUSHIELD 1 SQUARE CM","2025 (Q1-Q3)",36,57,61697.95,1713.831944,1082.420175
"BIO-CONNEKT PER SQUARE CM**","",Q4161,"BIO-CONNEKT PER SQUARE CM","2024 (Q1-Q4)",242,695,19099104.11,78921.91781,27480.72534
"BIO-CONNEKT PER SQUARE CM**","",Q4161,"BIO-CONNEKT PER SQUARE CM","2025 (Q1-Q3)",889,3257,71046901.09,79917.774,21813.60181
"WOUNDEX, BIOSKIN, PER SQ CM**","",Q4163,"WOUNDEX, BIOSKIN, PER SQ CM","2024 (Q1-Q4)","",12,16135.47,"",1344.6225
"HELICOLL, PER SQUARE CM**","",Q4164,"HELICOLL, PER SQUARE CM","2024 (Q1-Q4)",2434,16435,646355129.2,265552.6414,39327.96648
"HELICOLL, PER SQUARE CM**","",Q4164,"HELICOLL, PER SQUARE CM","2025 (Q1-Q3)",267,1048,39032937.82,146190.7784,37245.16968
"CYTAL, PER SQUARE CENTIMETER**","",Q4166,"CYTAL, PER SQUARE CENTIMETER","2024 (Q1-Q4)",71,222,92998.19,1309.833662,418.9107658
"CYTAL, PER SQUARE CENTIMETER**","",Q4166,"CYTAL, PER SQUARE CENTIMETER","2025 (Q1-Q3)",59,132,77401.13,1311.883559,586.372197
"ARTACENT WOUND, PER SQ CM**","",Q4169,"ARTACENT WOUND, PER SQ CM","2024 (Q1-Q4)",21,33,45885.83,2185.039524,1390.479697
"ARTACENT WOUND, PER SQ CM**","",Q4169,"ARTACENT WOUND, PER SQ CM","2025 (Q1-Q3)",98,678,24191729.55,246854.3832,35681.01704
"CYGNUS, PER SQ CM**","",Q4170,"CYGNUS, PER SQ CM","2024 (Q1-Q4)",14,27,26476.83,1891.202143,980.6233333
"PALINGEN OR PALINGEN XPLUS**","",Q4173,"PALINGEN OR PALINGEN XPLUS","2024 (Q1-Q4)",189,705,5702681.37,30172.9173,8088.909745
"PALINGEN OR PALINGEN XPLUS**","",Q4173,"PALINGEN OR PALINGEN XPLUS","2025 (Q1-Q3)",28,138,1294635.91,46236.99679,9381.419638
"REVITA, PER SQ CM**","",Q4180,"REVITA, PER SQ CM","2024 (Q1-Q4)",1394,3232,25294564,18145.31133,7826.288366
"REVITA, PER SQ CM**","",Q4180,"REVITA, PER SQ CM","2025 (Q1-Q3)",2060,4787,62333957.26,30259.20255,13021.50768
"EPIFIX 1 SQ CM**","",Q4186,"EPIFIX 1 SQ CM","2024 (Q1-Q4)",4014,14067,26381095.51,6572.270929,1875.38889
"EPIFIX 1 SQ CM**","",Q4186,"EPIFIX 1 SQ CM","2025 (Q1-Q3)",1992,7218,12716384.06,6383.726938,1761.760053
"EPICORD 1 SQ CM**","",Q4187,"EPICORD 1 SQ CM","2024 (Q1-Q4)",290,667,1437687.92,4957.544552,2155.454153
"EPICORD 1 SQ CM**","",Q4187,"EPICORD 1 SQ CM","2025 (Q1-Q3)",195,614,1508676.96,7736.804923,2457.128599
"AMNIOARMOR 1 SQ CM**","",Q4188,"AMNIOARMOR 1 SQ CM","2024 (Q1-Q4)",366,1278,9330194.4,25492.33443,7300.621596
"AMNIOARMOR 1 SQ CM**","",Q4188,"AMNIOARMOR 1 SQ CM","2025 (Q1-Q3)",21,41,106044,5049.714286,2586.439024
"ARTACENT AC 1 SQ CM**","",Q4190,"ARTACENT AC 1 SQ CM","2024 (Q1-Q4)",388,1110,6449228.12,16621.72196,5810.115423
"ARTACENT AC 1 SQ CM**","",Q4190,"ARTACENT AC 1 SQ CM","2025 (Q1-Q3)",105,227,400963.4,3818.699048,1766.35859
"RESTORIGIN 1 SQ CM**","",Q4191,"RESTORIGIN 1 SQ CM","2024 (Q1-Q4)",5224,29520,723554706.3,138505.8779,24510.66078
"RESTORIGIN 1 SQ CM**","",Q4191,"RESTORIGIN 1 SQ CM","2025 (Q1-Q3)",315,1717,22683582.99,72011.37457,13211.17239
"COLL-E-DERM 1 SQ CM**","",Q4193,"COLL-E-DERM 1 SQ CM","2024 (Q1-Q4)",176,748,31560894.65,179323.2651,42193.70943
"COLL-E-DERM 1 SQ CM**","",Q4193,"COLL-E-DERM 1 SQ CM","2025 (Q1-Q3)",175,997,37132732.19,212187.0411,37244.46559
"NOVACHOR 1 SQ CM**","",Q4194,"NOVACHOR 1 SQ CM","2024 (Q1-Q4)",3013,10143,55287406.18,18349.62037,5450.79426
"NOVACHOR 1 SQ CM**","",Q4194,"NOVACHOR 1 SQ CM","2025 (Q1-Q3)",1335,3789,16263631.94,12182.49584,4292.328303
"PURAPLY 1 SQ CM**","",Q4195,"PURAPLY 1 SQ CM","2024 (Q1-Q4)",61,109,270327.97,4431.606066,2480.073119
"PURAPLY 1 SQ CM**","",Q4195,"PURAPLY 1 SQ CM","2025 (Q1-Q3)",131,194,194780.9,1486.877099,1004.025258
"PURAPLY AM 1 SQ CM**","",Q4196,"PURAPLY AM 1 SQ CM","2024 (Q1-Q4)",1951,5294,9945835.77,5097.814336,1878.699617
"PURAPLY AM 1 SQ CM**","",Q4196,"PURAPLY AM 1 SQ CM","2025 (Q1-Q3)",1471,3560,5527274.64,3757.494657,1552.605236
"PURAPLY XT 1 SQ CM**","",Q4197,"PURAPLY XT 1 SQ CM","2024 (Q1-Q4)",3138,10118,28562385.13,9102.098512,2822.927963
"PURAPLY XT 1 SQ CM**","",Q4197,"PURAPLY XT 1 SQ CM","2025 (Q1-Q3)",837,2233,3903954.46,4664.222772,1748.300251
"CYGNUS MATRIX, PER SQ CM**","",Q4199,"CYGNUS MATRIX, PER SQ CM","2024 (Q1-Q4)",28,105,274301.34,9796.476429,2612.393714
"CYGNUS MATRIX, PER SQ CM**","",Q4199,"CYGNUS MATRIX, PER SQ CM","2025 (Q1-Q3)",174,628,2979280.52,17122.30184,4744.077261
"MATRION 1 SQ CM**","",Q4201,"MATRION 1 SQ CM","2024 (Q1-Q4)",34,110,100819.11,2965.267941,916.5373636
"MATRION 1 SQ CM**","",Q4201,"MATRION 1 SQ CM","2025 (Q1-Q3)","",17,14924.67,"",877.9217647
"XWRAP 1 SQ CM**","",Q4204,"XWRAP 1 SQ CM","2024 (Q1-Q4)",929,4156,165194165.2,177819.3382,39748.35543
"XWRAP 1 SQ CM**","",Q4204,"XWRAP 1 SQ CM","2025 (Q1-Q3)",477,3060,157674057.3,330553.5791,51527.46969
"MEMBRANE GRAFT OR WRAP SQ CM**","",Q4205,"MEMBRANE GRAFT OR WRAP SQ CM","2024 (Q1-Q4)",10456,59225,1436686568,137403.0765,24258.11005
"MEMBRANE GRAFT OR WRAP SQ CM**","",Q4205,"MEMBRANE GRAFT OR WRAP SQ CM","2025 (Q1-Q3)",3500,18744,499348844.1,142671.0983,26640.4633
"AXOLOTL GRAF DUALGRAF SQ CM**","",Q4210,"AXOLOTL GRAF DUALGRAF SQ CM","2024 (Q1-Q4)",285,1249,8917521.56,31289.54933,7139.729031
"WOUNDFIX BIOWOUND PLUS XPLUS**","",Q4217,"WOUNDFIX BIOWOUND PLUS XPLUS","2024 (Q1-Q4)",128,432,8763705.25,68466.44727,20286.35475
"WOUNDFIX BIOWOUND PLUS XPLUS**","",Q4217,"WOUNDFIX BIOWOUND PLUS XPLUS","2025 (Q1-Q3)","",14,168362.8,"",12025.91429
"AMNIOWRAP2 PER SQ CM**","",Q4221,"AMNIOWRAP2 PER SQ CM","2024 (Q1-Q4)",1009,6102,184263896.7,182620.3139,30197.29542
"AMNIOWRAP2 PER SQ CM**","",Q4221,"AMNIOWRAP2 PER SQ CM","2025 (Q1-Q3)",134,559,14820514.68,110600.8558,26512.54862
"PROGENAMATRIX, PER SQ CM**","",Q4222,"PROGENAMATRIX, PER SQ CM","2024 (Q1-Q4)",93,326,658451.55,7080.124194,2019.790031
"PROGENAMATRIX, PER SQ CM**","",Q4222,"PROGENAMATRIX, PER SQ CM","2025 (Q1-Q3)",23,70,99700.46,4334.802609,1424.292286
"AMNIO OR DERMA TL, PER SQ CM**","",Q4225,"AMNIO OR DERMA TL, PER SQ CM","2024 (Q1-Q4)",103,488,21875144.68,212380.0454,44826.11615
"AMNIO OR DERMA TL, PER SQ CM**","",Q4225,"AMNIO OR DERMA TL, PER SQ CM","2025 (Q1-Q3)",78,473,13405432.18,171864.5151,28341.29425
"AMNIOCORE PER SQ CM**","",Q4227,"AMNIOCORE PER SQ CM","2024 (Q1-Q4)",135,499,5345679.9,39597.62889,10712.78537
"AMNIOCORE PER SQ CM**","",Q4227,"AMNIOCORE PER SQ CM","2025 (Q1-Q3)",30,84,1472173.79,49072.45967,17525.87845
"COGENEX AMNIO MEMB PER SQ CM**","",Q4229,"COGENEX AMNIO MEMB PER SQ CM","2024 (Q1-Q4)",1947,4733,54470720.95,27976.7442,11508.70927
"COGENEX AMNIO MEMB PER SQ CM**","",Q4229,"COGENEX AMNIO MEMB PER SQ CM","2025 (Q1-Q3)",794,1633,10944471.48,13783.96912,6702.064593
"CORPLEX, PER SQ CM**","",Q4232,"CORPLEX, PER SQ CM","2024 (Q1-Q4)",27,42,89867.06,3328.40963,2139.691905
"XCELLERATE, PER SQ CM**","",Q4234,"XCELLERATE, PER SQ CM","2024 (Q1-Q4)",219,819,5582820.63,25492.33164,6816.630806
"CAREPATCH PER SQ CM**","",Q4236,"CAREPATCH PER SQ CM","2024 (Q1-Q4)",939,5209,90123948.7,95978.64611,17301.58355
"CAREPATCH PER SQ CM**","",Q4236,"CAREPATCH PER SQ CM","2025 (Q1-Q3)",21,50,545236.24,25963.63048,10904.7248
"DERM-MAXX, PER SQ CM**","",Q4238,"DERM-MAXX, PER SQ CM","2024 (Q1-Q4)",1150,7279,204494760.9,177821.5312,28093.79873
"DERM-MAXX, PER SQ CM**","",Q4238,"DERM-MAXX, PER SQ CM","2025 (Q1-Q3)",769,4410,144197450.1,187512.939,32697.83448
"AMNIO-MAXX OR LITE PER SQ CM**","",Q4239,"AMNIO-MAXX OR LITE PER SQ CM","2024 (Q1-Q4)",1856,8093,231618951.7,124794.6938,28619.66535
"AMNIO-MAXX OR LITE PER SQ CM**","",Q4239,"AMNIO-MAXX OR LITE PER SQ CM","2025 (Q1-Q3)",1954,10416,345955676.1,177049.9878,33213.87059
"AMNIOTEXT PATCH, PER SQ CM**","",Q4247,"AMNIOTEXT PATCH, PER SQ CM","2024 (Q1-Q4)","",13,31985.5,"",2460.423077
"DERMACYTE AMN MEM ALLO SQ CM**","",Q4248,"DERMACYTE AMN MEM ALLO SQ CM","2024 (Q1-Q4)",795,2830,30427218.04,38273.23024,10751.66715
"DERMACYTE AMN MEM ALLO SQ CM**","",Q4248,"DERMACYTE AMN MEM ALLO SQ CM","2025 (Q1-Q3)",241,969,34120663.41,141579.5162,35212.24294
"AMNIPLY, PER SQ CM**","",Q4249,"AMNIPLY, PER SQ CM","2025 (Q1-Q3)",62,119,4052697.01,65366.08081,34056.2774
"AMNIOAMP-MP PER SQ CM**","",Q4250,"AMNIOAMP-MP PER SQ CM","2025 (Q1-Q3)",2401,16632,823815341,343113.4281,49531.94691
"VENDAJE, PER SQUARE CENTIMET**","",Q4252,"VENDAJE, PER SQUARE CENTIMET","2024 (Q1-Q4)",13,42,117413.76,9031.827692,2795.565714
"ZENITH AMNIOTIC MEMBRANE PSC**","",Q4253,"ZENITH AMNIOTIC MEMBRANE PSC","2024 (Q1-Q4)",120,655,5951013.75,49591.78125,9085.517176
"ZENITH AMNIOTIC MEMBRANE PSC**","",Q4253,"ZENITH AMNIOTIC MEMBRANE PSC","2025 (Q1-Q3)","",27,84154.58,"",3116.836296
"MLG COMPLET, PER SQ CM**","",Q4256,"MLG COMPLET, PER SQ CM","2024 (Q1-Q4)",142,891,19239283.21,135487.9099,21592.91045
"MLG COMPLET, PER SQ CM**","",Q4256,"MLG COMPLET, PER SQ CM","2025 (Q1-Q3)",112,597,16356334.36,146038.6996,27397.54499
"RELESE, PER SQ CM**","",Q4257,"RELESE, PER SQ CM","2024 (Q1-Q4)",744,2074,25432223.13,34183.09561,12262.40267
"RELESE, PER SQ CM**","",Q4257,"RELESE, PER SQ CM","2025 (Q1-Q3)",15,28,210641.62,14042.77467,7522.915
"CELERA PER SQ CM**","",Q4259,"CELERA PER SQ CM","2024 (Q1-Q4)",352,1229,21111259.06,59975.16778,17177.59077
"CELERA PER SQ CM**","",Q4259,"CELERA PER SQ CM","2025 (Q1-Q3)",709,3267,43490651.15,61340.83378,13312.10626
"DUAL LAYER IMPAX, PER SQ CM**","",Q4262,"DUAL LAYER IMPAX, PER SQ CM","2024 (Q1-Q4)",1680,9106,318205204.7,189407.8599,34944.56454
"DUAL LAYER IMPAX, PER SQ CM**","",Q4262,"DUAL LAYER IMPAX, PER SQ CM","2025 (Q1-Q3)",25,115,2020615.86,80824.6344,17570.5727
"SURGRAFT TL, PER SQ CM**","",Q4263,"SURGRAFT TL, PER SQ CM","2024 (Q1-Q4)",142,507,13088117.31,92169.84021,25814.82704
"SURGRAFT TL, PER SQ CM**","",Q4263,"SURGRAFT TL, PER SQ CM","2025 (Q1-Q3)",46,170,4902905.7,106584.9065,28840.62177
"COCOON MEMBRANE, PER SQ CM**","",Q4264,"COCOON MEMBRANE, PER SQ CM","2025 (Q1-Q3)",101,598,30373226,300725.0099,50791.34783
"NEOSTIM TL PER SQ CM**","",Q4265,"NEOSTIM TL PER SQ CM","2024 (Q1-Q4)",1203,6918,274304547,228017.0798,39650.84519
"NEOSTIM TL PER SQ CM**","",Q4265,"NEOSTIM TL PER SQ CM","2025 (Q1-Q3)",3881,21660,603391061.2,155473.0897,27857.38972
"NEOSTIM PER SQ CM**","",Q4266,"NEOSTIM PER SQ CM","2024 (Q1-Q4)",174,1020,25534495.64,146749.9749,25033.81926
"NEOSTIM PER SQ CM**","",Q4266,"NEOSTIM PER SQ CM","2025 (Q1-Q3)",80,501,6252826.93,78160.33663,12480.69248
"NEOSTIM DL PER SQ CM**","",Q4267,"NEOSTIM DL PER SQ CM","2024 (Q1-Q4)",341,1922,43836592.28,128553.0565,22807.80035
"NEOSTIM DL PER SQ CM**","",Q4267,"NEOSTIM DL PER SQ CM","2025 (Q1-Q3)",23,74,453615.19,19722.39957,6129.935
"SURGRAFT FT PER SQ CM**","",Q4268,"SURGRAFT FT PER SQ CM","2024 (Q1-Q4)",291,2009,46038605.7,158208.267,22916.18004
"SURGRAFT FT PER SQ CM**","",Q4268,"SURGRAFT FT PER SQ CM","2025 (Q1-Q3)","",17,258312.77,"",15194.86882
"SURGRAFT XT PER SQ CM**","",Q4269,"SURGRAFT XT PER SQ CM","2025 (Q1-Q3)",205,934,32563430.51,158846.0025,34864.48663
"COMPLETE SL PER SQ CM**","",Q4270,"COMPLETE SL PER SQ CM","2025 (Q1-Q3)",114,445,17762421.53,155810.7152,39915.554
"COMPLETE FT PER SQ CM**","",Q4271,"COMPLETE FT PER SQ CM","2024 (Q1-Q4)",5083,35627,1166454147,229481.4375,32740.73447
"COMPLETE FT PER SQ CM**","",Q4271,"COMPLETE FT PER SQ CM","2025 (Q1-Q3)",4534,29278,750948269.8,165625.9969,25648.89234
"ESANO AC, PER SQ CM**","",Q4274,"ESANO AC, PER SQ CM","2025 (Q1-Q3)",35,214,7942002.22,226914.3491,37112.15991
"ESANO ACA, PER SQ CM**","",Q4275,"ESANO ACA, PER SQ CM","2025 (Q1-Q3)",1352,6878,329573725.4,243767.5484,47917.08715
"ORION, PER SQ CM**","",Q4276,"ORION, PER SQ CM","2024 (Q1-Q4)",984,6761,235065322.4,238887.5227,34767.83351
"ORION, PER SQ CM**","",Q4276,"ORION, PER SQ CM","2025 (Q1-Q3)",50,374,7000575.14,140011.5028,18718.11535
"EPIEFFECT, PER SQ CM**","",Q4278,"EPIEFFECT, PER SQ CM","2024 (Q1-Q4)",2384,10426,72611456.57,30457.82574,6964.459675
"EPIEFFECT, PER SQ CM**","",Q4278,"EPIEFFECT, PER SQ CM","2025 (Q1-Q3)",883,3107,18426890.47,20868.50563,5930.766164
"VENDAJE AC, PER SQ CM**","",Q4279,"VENDAJE AC, PER SQ CM","2024 (Q1-Q4)",63,297,14522354.65,230513.5659,48896.817
"VENDAJE AC, PER SQ CM**","",Q4279,"VENDAJE AC, PER SQ CM","2025 (Q1-Q3)",798,5326,190769300.8,239059.2742,35818.49432
"XCELL AMNIO MATRIX PER SQ CM**","",Q4280,"XCELL AMNIO MATRIX PER SQ CM","2024 (Q1-Q4)",211,818,27743826.87,131487.3311,33916.65877
